client,SMS Pack,Voix Pack,Data Pack,Choco1,Choco2
625011727,0,1,0,0,1
622441919,0,1,1,0,1
628362082,0,0,1,0,1
623423064,0,0,0,1,1
620848836,1,1,0,1,0
624351820,1,1,0,1,0
625576612,1,1,0,0,0
624829635,0,1,0,1,0
621752016,1,1,0,1,1
622963750,0,0,1,1,1
627328214,1,0,1,0,1
624717120,1,0,0,1,1
624707148,1,0,1,1,0
621487608,1,0,0,0,0
627093650,0,0,1,1,1
628511349,0,1,1,0,1
626194244,0,0,0,0,1
625080560,1,1,0,0,1
624666698,0,1,1,0,1
625532074,1,0,0,0,0
624987972,0,1,0,0,0
622307804,1,1,1,1,0
623866612,0,0,0,1,0
627183582,0,0,1,0,1
625649961,1,1,0,1,0
624599339,1,0,1,0,1
626258727,1,1,1,1,0
623570480,1,1,0,1,0
620177462,1,0,1,1,0
625389546,1,0,1,0,0
622903776,1,0,1,1,0
624862685,0,0,0,1,0
622934828,1,1,1,0,0
623940937,1,1,1,0,1
624656663,0,1,0,0,1
625675321,1,0,1,1,1
621074603,1,1,1,0,1
627581194,1,0,0,1,0
622227876,1,1,0,0,1
629198129,1,1,1,1,0
622942719,0,0,1,1,0
629808840,0,0,0,1,1
620867478,1,1,0,0,0
625546922,0,0,0,0,0
627041290,0,1,1,1,1
625696447,1,0,0,0,1
621078545,1,1,1,1,1
629675865,0,1,1,1,1
623288902,0,0,0,0,1
623083085,0,0,1,0,1
627092149,1,1,1,0,1
625953958,1,0,1,0,1
620364772,0,1,0,0,1
625452048,0,1,1,1,0
622288659,1,1,1,1,0
621517792,1,1,0,1,1
627609518,1,0,0,1,1
625366508,1,0,0,1,0
624930297,0,0,0,1,0
623664224,0,1,1,0,1
620251471,0,0,0,0,1
627068258,1,1,1,0,0
628867548,1,1,0,1,0
620551417,0,0,0,1,1
626241343,0,1,1,1,0
628633970,1,1,0,0,0
628162468,1,1,0,1,1
625083427,1,1,1,0,1
626210777,0,1,1,0,0
625396279,0,0,0,0,1
624087045,1,1,0,0,1
626243001,1,0,0,0,0
622272308,0,1,1,1,0
624557701,0,0,1,1,1
629683775,0,1,1,1,0
622338585,1,0,0,0,1
625904123,0,0,0,0,0
627935866,1,1,1,0,1
623111373,1,1,0,0,0
624896168,1,1,1,0,1
626898448,0,0,1,1,0
621095412,1,0,1,1,1
627909727,0,1,1,0,0
620132606,0,0,0,1,0
628591227,0,1,1,0,1
627041865,1,0,0,0,0
620031678,0,1,1,1,0
621368173,1,0,1,0,0
627500301,1,1,0,0,0
622342381,1,1,0,0,0
620889970,1,1,1,1,0
626580539,1,0,1,0,1
628284970,1,1,1,1,0
623721422,1,0,1,0,0
625483132,1,0,1,1,0
622292071,0,1,1,1,0
620885266,1,0,1,1,1
620573902,1,1,0,1,0
627728490,0,1,0,0,0
628389512,1,1,1,1,1
629817643,0,1,0,0,0
629292420,1,0,0,0,0
625078140,1,0,1,0,0
622703968,0,1,1,0,0
629162656,0,0,1,0,0
622560835,0,0,0,0,0
625925158,0,1,0,0,1
620245524,1,1,0,1,0
621499620,0,1,1,1,1
624850730,1,1,0,0,0
626919750,0,0,1,1,0
629840551,1,1,1,0,0
628715770,0,0,1,1,1
621333969,0,1,1,1,1
624590761,0,1,0,0,1
625648390,1,0,1,1,0
629563087,0,0,0,1,1
624346891,0,1,0,0,1
627884316,1,1,1,1,1
621461753,0,0,0,0,0
624002012,0,1,0,1,1
623145080,0,1,0,0,0
629565761,1,0,1,0,0
621482336,0,1,0,0,1
622699394,0,0,0,0,0
628171352,1,1,0,1,0
627248180,1,1,0,1,0
629710021,0,1,0,0,1
620110517,1,1,1,0,0
625562746,0,1,1,1,1
629407223,0,0,0,1,1
622003757,0,1,1,0,0
629548431,1,0,0,0,1
620122629,1,1,1,1,1
625335490,0,1,1,1,0
621665889,0,1,0,0,0
625475691,1,0,1,1,1
624758499,1,0,0,0,1
621330241,1,1,0,1,1
622536180,0,1,0,1,0
626442233,1,0,1,1,1
621508076,1,1,1,0,1
625301847,0,0,1,1,1
623819482,0,1,0,1,1
621094719,1,0,0,0,0
622056173,1,1,1,0,1
622985108,0,1,1,0,1
625532210,0,1,1,1,0
627863561,0,0,0,0,0
622719665,0,1,1,0,1
620964639,0,0,0,1,0
629500830,1,0,1,1,0
624265770,1,1,1,1,1
624462139,0,0,1,1,1
624680551,0,1,0,0,0
622869276,1,1,0,1,1
620086829,1,1,1,0,1
628809444,1,0,1,0,0
620495153,1,0,1,0,0
627937443,1,1,1,1,0
628969286,1,0,1,0,0
628173868,1,0,1,0,1
622507512,0,0,1,0,1
629452948,0,0,0,1,1
620571459,0,1,0,0,1
626201024,0,1,1,1,1
623282874,0,1,0,1,1
622576971,1,0,1,0,0
626298027,1,0,1,1,0
624308520,0,0,1,1,0
625520680,1,0,1,1,1
622881571,1,1,1,1,0
622549664,1,0,1,0,0
626196962,0,1,1,0,0
620130415,0,1,0,0,1
623668384,0,1,0,1,1
629067559,1,1,1,1,0
624192627,0,0,1,0,0
626885535,1,1,0,1,1
627236007,0,1,1,1,1
628426894,1,0,0,1,0
620639274,0,0,0,1,0
623928849,0,0,1,1,1
626397097,1,1,0,1,0
622813152,0,0,1,0,0
621470941,1,0,1,1,0
626309063,0,0,1,0,1
621700150,0,1,0,1,0
629720805,0,0,0,0,0
625759392,0,1,0,0,0
625261638,0,1,0,0,1
624028855,0,0,0,0,0
623199385,1,1,0,1,0
624897967,0,0,0,0,0
624089439,0,1,1,0,0
627870845,0,1,0,1,1
626263766,1,0,1,0,0
625569276,1,1,1,0,1
621189030,1,1,1,1,0
622464739,0,1,1,0,1
626586563,1,1,0,0,0
628993843,1,0,1,1,0
621282955,0,0,0,0,1
627635716,1,0,0,1,0
623685540,1,0,0,1,0
624748967,1,0,0,1,1
627436696,1,1,1,0,1
622043661,0,0,0,1,0
621792132,1,0,0,0,1
621727351,1,0,1,0,1
626501801,0,1,0,1,0
620674666,1,1,1,0,0
620586501,1,0,0,0,0
620697474,0,1,0,0,1
623558984,1,0,1,0,1
625265351,0,1,0,0,0
627617430,0,1,0,1,0
628146910,0,1,0,1,1
625474664,0,1,1,1,1
622512970,1,1,1,1,0
624438739,1,0,0,1,1
623376609,1,1,0,1,0
620352541,1,0,1,0,0
629318587,1,0,0,0,1
622158714,1,0,1,1,0
629693011,1,0,1,0,0
625354553,0,1,1,1,1
629027968,0,0,1,0,0
623195427,1,1,0,0,0
622606948,0,0,0,0,0
626591697,0,0,1,1,1
620375974,1,0,1,0,1
625686898,0,1,1,1,0
621000587,0,0,0,0,1
629658573,1,1,0,1,1
624328125,1,0,1,0,1
622840344,0,1,1,1,0
629256145,0,1,1,1,0
624424681,1,1,0,1,1
628182993,1,0,0,1,0
628578321,1,0,0,0,1
621955900,0,0,0,1,0
623544438,1,0,1,1,1
624685320,1,0,0,1,0
622038181,0,1,0,1,0
622398416,1,1,1,1,0
621173612,1,1,0,0,0
622512833,0,0,1,1,1
627396376,0,1,0,1,1
628903573,1,0,1,1,0
627636994,1,1,0,1,0
627232765,0,0,0,1,1
622418820,0,1,1,0,0
627774642,0,0,0,1,0
624897578,0,1,1,0,0
623570723,1,0,0,1,0
629023216,1,1,0,1,1
628212600,1,0,0,0,1
621170177,0,1,0,0,0
627255108,1,1,0,1,1
625073740,1,1,1,1,1
620433294,1,0,0,1,1
625391603,0,0,0,1,1
626525155,1,0,0,0,0
624778252,0,0,0,0,1
626597120,0,0,0,0,1
620652196,1,1,1,0,0
623928755,1,0,0,1,0
626052140,0,0,0,1,1
627208363,1,0,0,0,1
623303982,1,1,1,1,1
622131054,0,1,1,1,1
623586078,1,1,1,1,0
620047674,0,1,0,1,0
627055406,0,0,1,0,1
625618765,0,1,0,1,0
626519038,0,0,0,1,0
623367059,1,1,0,0,0
623662309,0,1,0,1,0
628179985,0,1,1,1,1
629055100,0,1,1,0,0
621436581,1,1,1,0,1
622138574,1,0,1,1,1
624123860,0,1,1,0,0
626472327,1,0,0,0,0
629360543,1,1,1,1,0
624898559,1,0,1,1,1
626721267,0,0,1,1,1
627054448,1,1,1,1,1
624307971,0,1,1,0,0
629739178,0,0,0,1,1
623757618,1,0,0,0,1
624001751,1,0,1,0,1
621463311,1,1,1,0,1
626614259,0,0,0,1,1
621929902,1,1,0,0,0
624090808,1,0,0,0,1
620677839,0,0,1,1,0
623587695,0,0,1,0,1
626006755,0,0,1,0,0
625467045,0,0,1,0,0
628202792,1,0,0,1,0
620215022,0,0,1,0,0
620935139,0,1,0,1,1
620014153,1,0,1,1,0
627418171,1,0,0,1,0
620286712,1,0,1,0,1
622439651,0,0,1,0,1
624513777,1,1,0,0,1
626666608,1,0,1,0,1
625711200,0,1,1,1,1
625427122,1,0,1,1,0
622058790,0,0,1,1,1
628376039,1,1,1,0,1
629626848,1,1,0,1,1
620468386,0,0,0,1,0
620937954,0,0,0,0,1
627328830,1,1,0,1,1
620044267,0,1,1,0,1
628912026,0,1,0,1,0
622848172,0,0,1,0,0
624020482,1,0,1,1,0
624017817,0,0,0,1,0
624828813,1,0,1,1,0
622837311,0,1,1,0,0
627310145,1,1,1,1,0
623664187,1,0,0,0,0
626062598,0,1,1,0,0
629944085,0,1,1,1,1
623490571,1,1,0,1,1
628270954,0,0,0,0,0
625546493,1,1,0,0,0
628835273,0,0,1,0,1
623931193,0,1,0,1,0
621446926,0,0,1,0,1
621381969,0,0,1,1,0
623751038,1,0,0,0,1
622741025,0,0,1,1,0
629323201,0,0,0,1,1
621510795,1,1,0,0,0
621616975,0,1,1,1,0
628199552,1,0,1,0,0
623753778,0,1,1,1,0
627386612,0,1,1,0,1
629697469,1,1,0,1,1
622824680,0,0,0,1,1
625934691,0,0,0,0,0
623727848,1,0,0,1,1
624008082,0,0,1,0,0
623024128,1,0,0,1,1
624890211,1,1,0,1,0
626533554,0,0,0,1,1
625824407,1,1,0,0,1
625336713,1,0,1,0,1
621188915,1,0,0,0,0
628800655,1,1,0,0,1
621783527,1,1,0,0,0
621894176,1,0,1,0,0
626989213,1,1,0,0,0
624378498,0,0,1,1,0
621721212,0,0,1,1,0
624744339,0,1,1,0,1
623669251,0,0,1,1,1
623718501,0,0,0,0,1
622145624,1,0,0,1,0
624566502,0,0,0,1,1
620796688,1,0,1,1,1
623179095,1,0,0,0,1
624015446,1,0,0,1,1
626604284,1,0,1,0,0
629049613,0,0,0,1,0
623535791,1,0,1,1,1
621825449,0,1,0,0,0
627266543,1,1,0,0,0
623131683,1,0,0,0,1
629334555,1,1,0,0,1
621191279,1,1,0,0,0
627945533,1,0,0,1,1
625512541,0,1,0,1,0
624619663,1,0,1,0,1
622640692,0,0,0,0,0
626942994,1,1,1,0,0
627900175,1,1,1,0,0
620575813,1,1,0,0,1
629303485,0,0,1,1,0
620341063,1,0,0,0,0
620362776,0,0,0,1,1
628251139,0,1,1,0,0
622175439,0,0,0,0,1
627500400,1,0,0,1,1
628598050,1,0,0,0,0
625890702,0,1,1,1,0
623197465,0,1,1,0,0
628276697,0,0,1,1,1
624390543,1,0,1,1,0
629451049,0,0,0,0,1
626421190,1,1,1,1,1
626660267,1,0,1,0,0
629081405,0,0,1,1,1
622411419,1,1,1,1,1
629428992,1,1,1,1,1
629022022,0,0,0,0,0
621528766,0,0,0,1,1
620383633,1,1,0,1,0
627717684,1,0,1,1,1
626669002,0,0,0,1,1
626595871,0,0,0,1,0
623199507,0,0,1,1,0
629735055,0,1,1,1,1
621799073,1,0,1,1,1
620968173,1,0,0,1,1
624512846,1,1,1,0,1
629723972,0,1,1,0,1
626850801,1,0,0,0,0
625457100,0,1,1,0,1
621279630,1,1,0,1,0
622558692,1,1,1,0,1
623345479,1,0,0,1,1
625918491,0,1,0,1,0
628076402,0,0,1,0,1
626461895,0,1,0,0,1
620582540,1,0,0,0,0
620928866,0,1,0,0,0
629599484,1,1,0,1,1
623629360,1,0,1,0,0
622808670,1,1,0,1,0
629574183,1,0,1,1,1
626717180,1,0,0,1,1
624458667,1,0,1,0,1
624548014,0,0,0,1,1
620622456,1,1,1,1,0
626632001,1,0,1,1,1
627761943,0,1,1,1,1
622501091,0,1,0,0,1
628088883,1,0,1,0,1
629945972,0,1,1,0,1
626032159,1,0,0,0,1
621323923,1,0,1,1,0
624914699,0,0,0,1,0
628612211,1,1,1,0,1
629865875,1,0,0,1,0
626004886,1,0,1,1,1
622405534,1,1,1,0,0
621412640,0,0,1,1,1
621639631,0,0,1,1,0
629528860,1,1,0,1,0
624727533,1,0,0,1,0
627793941,0,1,0,0,1
620548166,0,0,1,1,0
627882878,1,0,1,0,1
622278623,0,0,0,0,1
628601649,0,0,0,0,1
624498212,1,0,0,0,1
620236574,1,1,0,1,1
620400161,0,0,1,0,1
625631087,0,1,0,0,0
622160690,1,1,0,1,0
625339602,1,0,1,0,1
624439481,1,0,1,1,1
620111428,1,0,0,1,1
624965388,1,0,1,1,1
625476685,0,1,1,0,0
625770873,1,1,1,0,1
628369843,0,0,0,1,1
621268272,0,1,1,0,1
625529354,0,0,1,1,0
622546510,0,1,0,1,1
626994048,0,0,0,0,0
626404254,0,0,1,1,1
622572219,1,1,1,1,0
625748916,1,1,0,1,1
620695055,1,0,1,0,0
629185387,1,1,1,0,0
622966290,1,1,1,1,0
622788170,1,1,1,1,1
627526915,1,0,0,1,0
629785891,0,0,1,1,0
626329813,0,0,1,1,1
623550758,0,1,1,0,0
620091854,0,0,0,0,0
626901953,0,1,0,0,1
628492845,1,0,1,0,0
629918139,1,1,0,0,0
622874364,0,1,0,0,1
626082196,1,1,0,0,0
625494529,0,1,1,0,1
620604549,0,1,1,1,0
622646587,0,1,1,0,1
629452199,0,1,1,0,0
623918353,0,1,0,1,1
621631467,0,0,0,1,0
621465437,1,1,1,0,1
627370141,0,1,0,1,1
620102823,1,1,1,0,1
624373056,0,0,0,0,0
626208554,0,1,0,1,1
622803476,0,0,0,0,1
627210029,0,0,1,0,1
628082733,1,1,1,1,0
628900840,1,1,0,1,1
625616568,0,1,1,0,1
628506211,0,1,1,0,1
629063874,1,1,1,0,1
626050156,0,0,1,1,1
622713100,1,0,0,1,1
620193914,0,1,1,1,0
629343449,0,1,0,0,0
624370349,0,1,1,1,0
629829430,0,0,1,0,1
624190967,1,0,1,1,1
627337533,1,1,0,1,1
629333631,1,0,1,0,1
621638571,1,1,0,0,0
620049823,0,0,1,1,1
621224007,0,0,0,0,0
623248342,0,0,0,1,0
628504499,0,1,0,1,1
624927791,0,0,0,1,0
629209885,1,1,1,1,0
622381436,0,1,0,1,1
622982624,1,1,0,1,1
625733054,0,1,0,0,1
621157592,1,0,1,0,1
620461436,1,0,1,1,1
627030280,1,1,1,1,1
625271040,1,0,1,1,1
620898132,1,0,1,1,0
628809873,0,1,1,0,0
623974286,1,0,1,1,1
621732985,0,0,0,1,0
622913581,1,1,1,0,0
625323011,0,1,0,1,0
621497202,1,0,0,0,0
621007181,0,0,0,0,0
625663503,1,0,1,0,0
622244279,1,0,1,1,0
628111167,0,1,0,1,0
629324434,1,0,0,1,0
628563528,0,0,0,1,1
628850146,0,0,1,0,0
622072336,1,0,1,0,1
625152838,0,1,0,0,1
626675674,1,0,0,0,0
627875024,0,0,1,0,0
623946670,0,1,1,1,0
628948701,0,1,0,1,0
628694380,0,1,0,0,1
621907122,1,1,0,1,1
628436316,1,0,1,1,0
627366788,0,1,0,0,0
626278247,0,0,1,1,1
628320643,0,1,0,0,1
625474504,0,0,1,1,1
625274667,1,1,0,0,0
621106441,0,1,0,1,0
628760099,0,1,0,0,1
625167662,1,1,1,1,0
627575600,0,0,1,1,0
625765771,1,0,0,0,1
624335074,1,1,1,0,1
625434618,1,1,0,0,1
620668398,1,0,1,1,1
628521492,1,1,1,1,0
627307937,0,1,1,0,1
626979443,0,0,0,0,0
626155730,0,1,1,1,0
627940097,0,0,0,0,0
624622282,0,0,1,0,0
621602161,1,0,0,0,1
623119437,1,0,1,1,1
620420520,0,0,1,1,0
622418338,0,0,0,1,0
623727474,0,0,0,0,0
624158872,1,0,0,0,1
625255089,0,0,0,1,0
625435833,0,1,1,0,1
622601505,0,0,0,1,0
625747641,0,0,0,1,0
628231417,1,0,1,1,1
623431495,0,1,0,0,0
627238797,1,0,0,1,0
624906230,0,1,1,1,0
620644505,0,0,1,1,0
629565078,1,0,0,0,1
626200512,0,1,1,0,0
622221181,0,0,1,0,1
625707903,0,0,1,1,0
622595150,0,1,1,1,0
627053507,1,1,0,1,0
625459814,1,0,0,1,1
621926179,0,0,0,1,0
625876989,0,0,1,0,0
625633551,1,0,1,1,0
624402449,1,1,1,1,0
624543140,1,1,1,1,1
625987210,1,0,1,1,1
626863026,0,0,0,0,0
629712393,1,1,0,0,1
629845759,0,0,0,0,1
629351981,1,0,0,1,0
624969016,1,1,1,0,1
625044412,0,0,0,1,1
621599805,1,0,0,1,1
624226366,0,0,1,0,1
625124312,0,0,1,0,0
623155800,0,0,1,1,0
622424741,1,0,1,1,0
622707912,1,0,0,1,1
621129567,1,1,0,1,1
629301824,0,1,0,0,0
623051614,0,0,0,0,0
626109487,0,1,1,1,0
625727887,1,1,0,0,0
620725659,0,1,1,0,0
628738773,0,0,1,1,1
623862145,0,0,1,1,0
625935623,1,0,1,1,1
629610617,0,0,1,0,0
625148746,1,1,0,1,1
628874931,0,1,0,0,0
624611579,1,0,0,1,0
622262059,1,0,0,0,1
624200222,0,0,1,1,1
626267256,0,1,1,0,0
628720414,0,0,1,0,0
623650051,0,1,0,1,1
621035047,1,1,0,0,0
625639500,1,0,1,1,0
625265439,0,1,0,0,0
622549173,0,1,0,0,0
621822647,0,0,1,1,1
622585001,1,1,0,0,0
624215923,1,1,1,1,0
621922389,0,0,0,0,0
620835253,1,1,1,1,0
623304494,0,0,0,0,1
624448403,1,1,0,0,1
626339830,0,1,0,0,1
625543771,0,1,1,1,1
620581878,1,0,0,1,0
620979550,0,0,1,0,0
620061835,0,0,0,1,1
622012215,0,0,1,0,1
623751930,1,0,1,1,0
620246882,0,1,1,0,1
625183368,0,1,1,0,0
628590088,1,1,0,0,1
624830575,0,0,0,0,1
620066100,0,1,1,0,1
628170010,1,0,0,1,1
625848431,0,0,1,1,0
620573324,0,1,0,0,0
620629398,1,1,1,1,1
623539070,0,0,0,1,1
623701404,0,0,0,0,1
624901047,1,1,1,1,0
625417843,1,0,0,0,1
624679249,1,0,1,0,1
625699971,0,1,0,0,0
624508417,1,1,0,0,1
624266005,0,1,1,1,0
622123447,0,0,1,1,1
623332445,0,1,1,0,0
623398779,0,0,1,0,1
626935275,1,0,1,0,0
629341088,0,1,1,0,0
629748198,0,0,1,0,1
627753618,0,1,0,0,0
627655604,1,1,0,1,1
623579199,0,1,1,0,1
628715836,0,1,0,1,0
626887950,0,0,0,0,1
627392323,1,1,1,0,1
621505520,1,1,1,1,0
629095687,1,0,1,1,0
625420391,0,1,0,0,0
621510001,1,0,0,0,0
623166508,1,1,0,0,1
622176649,1,0,0,0,0
625690963,1,0,1,1,0
625688874,0,1,1,0,1
620777405,1,1,1,0,0
628087562,1,1,1,1,0
624693986,0,1,0,1,1
626554350,1,0,1,1,0
620361367,0,0,1,0,1
628684450,1,0,0,0,0
624619386,1,1,1,1,1
625668140,1,0,0,1,0
621610757,1,0,0,1,0
629549548,1,1,0,1,0
627090947,0,1,1,0,0
620510095,1,0,1,1,1
628909474,1,0,1,0,1
621775768,0,0,0,0,1
627634596,1,1,0,0,1
627551024,0,1,0,0,0
628399868,0,0,0,0,1
623973660,0,0,1,0,0
621817220,0,1,0,0,0
621650182,0,0,1,0,0
625468848,0,0,0,1,1
627611245,1,1,1,1,1
624396373,0,1,0,0,0
626611996,1,1,0,1,1
623434703,0,0,0,0,1
620626948,1,0,0,0,0
625056142,1,0,1,1,0
628804573,1,1,0,0,1
626561000,1,1,0,1,0
620814574,0,0,1,0,0
621369558,1,0,1,1,1
627283166,0,1,0,0,1
626971529,1,1,1,0,1
628783576,0,1,0,0,0
626418290,0,0,1,0,0
621651938,0,1,0,1,0
621665048,0,1,1,1,1
623461211,0,1,0,1,1
621982128,0,0,1,1,0
626005094,1,1,0,0,1
627811824,1,0,1,0,0
623618976,0,1,1,1,0
620554211,0,0,0,0,0
620706001,1,0,1,1,0
620021907,1,1,0,0,0
621606142,0,1,1,1,0
624490496,1,1,0,0,1
629517774,0,1,1,1,0
629985665,1,1,0,0,0
622912467,0,1,0,0,1
629465435,1,1,0,1,1
626700878,0,1,0,0,1
620490257,0,0,0,0,0
622326016,1,1,1,0,1
620121632,0,0,0,1,1
622837501,0,0,1,1,0
625067265,0,0,1,1,1
621166710,0,1,1,1,1
628402211,1,0,1,1,0
621074605,0,1,1,0,0
622605585,1,1,1,0,0
628430581,0,0,0,0,0
629800074,1,0,1,0,1
621796081,1,0,0,1,1
621991006,1,1,1,0,1
626386019,1,1,0,0,0
629953789,0,0,0,1,0
623681749,0,1,1,0,0
622940470,1,1,0,1,0
628839602,1,1,1,1,0
622272452,1,0,0,0,1
629739722,0,1,0,1,0
624815256,0,1,1,1,1
622522606,0,1,0,0,0
627915974,1,1,1,1,0
624148251,0,0,1,1,0
621202732,0,0,1,0,0
623204540,0,0,1,1,1
625929863,1,1,1,1,1
627821865,0,1,1,0,0
621855811,1,0,0,0,0
624333678,0,0,0,0,0
625143336,1,1,0,0,1
627234132,1,0,0,1,1
625561986,0,0,0,1,0
625906153,1,1,1,0,0
621821271,1,1,0,1,1
621495679,1,0,0,1,0
621758530,0,1,0,1,0
629206280,1,0,1,1,0
627946865,1,0,0,0,1
625876531,0,0,1,1,0
629846813,0,0,1,1,0
624747640,1,1,0,0,1
623935897,1,1,1,1,1
625027218,0,0,0,1,1
627004685,0,0,0,0,1
626212568,0,0,1,1,0
627185574,1,0,0,0,1
622673243,1,1,0,1,1
620817833,0,0,0,0,1
628144976,0,1,1,1,0
627769472,1,1,0,0,0
628986386,0,0,1,0,0
620088252,1,1,1,1,0
622927454,1,0,1,0,0
623537111,1,0,1,1,0
627822693,0,0,0,0,1
622187171,0,0,0,0,1
623692346,0,0,1,0,1
629269753,1,1,0,1,0
622082490,0,1,1,1,1
625755699,1,0,0,0,0
622252331,0,0,0,0,0
622470288,0,1,1,1,0
623420588,0,1,1,0,0
624986323,0,0,1,0,1
621638702,0,1,0,0,0
624208943,1,1,0,0,1
624907161,1,1,1,0,0
626146283,1,0,1,0,0
624850736,1,0,0,0,0
627580557,1,1,0,1,1
621845762,1,1,1,1,1
623999847,0,0,1,1,0
622923873,1,0,0,0,0
622389729,0,1,0,1,1
621902925,1,1,1,0,1
629443452,0,0,0,0,0
623587885,1,1,1,1,1
626340470,1,1,1,0,0
620073575,0,1,1,0,1
628474352,0,1,1,0,1
622555003,1,0,0,0,1
622294207,1,0,1,1,0
625246405,1,1,1,1,1
629915746,1,1,0,1,0
628562826,0,1,1,0,0
624762763,1,0,0,1,0
622334925,1,0,0,0,1
628469438,1,1,1,0,1
625529814,0,0,1,0,0
623685345,0,1,0,1,1
626689768,1,1,0,1,0
621931884,0,1,0,1,1
626848374,0,0,0,0,1
625074607,0,1,1,0,0
628263132,1,1,1,0,0
620170756,1,0,0,1,0
622014772,1,1,0,1,0
624607837,0,1,0,1,1
626527270,1,0,0,1,0
622498995,0,0,0,0,1
629368501,0,0,1,0,1
622242422,1,0,1,0,0
625391529,0,1,0,0,0
629452281,1,0,1,0,1
626774185,1,0,1,0,1
620608762,1,1,0,0,1
628553185,1,1,0,1,0
627193425,1,1,1,0,1
627286250,1,1,1,1,0
621739352,1,1,0,0,1
620154228,1,1,0,1,1
624283033,0,1,0,1,0
628696563,0,0,0,1,1
627250448,0,0,1,0,0
626461634,1,1,1,1,1
628163388,0,1,1,0,1
629246770,1,0,1,0,0
624999157,1,0,0,1,0
625565104,1,0,0,0,1
626313515,1,0,0,0,0
629578428,0,1,0,0,1
620861194,1,0,0,0,0
629835666,1,1,0,1,1
622357098,0,0,0,0,1
626737247,1,1,1,0,0
626445821,1,0,0,1,0
621376121,1,0,0,0,0
624387964,1,1,1,1,1
624203525,1,0,1,0,1
623903527,1,1,1,0,0
625705517,0,1,0,1,0
623695503,0,0,0,0,0
629876985,1,1,0,0,0
622016056,0,1,0,1,1
626350991,0,0,1,0,1
627767612,0,1,1,0,0
620123049,0,0,1,1,1
620055079,1,1,1,1,0
628354815,0,0,0,0,1
624601175,0,0,1,0,1
624975236,0,1,0,0,0
620320662,1,0,1,1,0
625099476,1,0,0,0,0
629187640,0,0,0,1,1
623881174,0,1,0,0,1
621527256,0,1,0,0,1
620120604,0,1,1,1,1
623976667,0,1,0,0,0
624877447,1,1,1,1,1
629274568,1,0,0,0,1
623689740,0,1,1,1,0
626160527,0,0,1,0,0
623676114,1,0,0,0,0
627437836,0,0,1,1,0
624159606,0,1,0,1,1
628132157,0,1,1,1,1
622726623,1,0,0,0,1
622057431,0,0,1,1,0
629522130,1,0,0,0,1
628129282,0,1,0,1,0
622434884,1,0,1,1,0
621340689,1,0,1,1,1
629709423,0,0,1,1,1
627032885,0,0,1,1,1
621541711,1,0,1,0,1
620245250,1,1,0,0,1
629068675,0,1,1,1,1
620388441,1,0,0,0,1
627209158,1,1,1,1,1
628310084,0,1,0,0,1
627502780,0,0,0,0,1
620711433,0,0,0,1,0
627280751,0,0,1,1,0
627458645,1,0,0,1,1
628058896,1,1,1,0,0
625669909,1,0,0,1,1
626081503,0,0,1,0,1
627910803,1,0,1,0,1
626550599,0,1,0,1,1
621147068,1,0,0,0,1
626914119,0,0,0,1,1
624191518,1,0,0,1,1
622759953,0,1,1,1,0
627488993,1,1,0,1,0
627407888,1,1,0,0,1
623764421,1,0,0,1,0
627242728,0,0,0,0,0
629390717,1,0,0,0,1
621145678,1,0,0,1,0
624675379,0,0,0,1,0
620471690,0,1,1,0,0
621062244,1,0,1,1,1
629570357,1,1,0,0,1
622132110,1,1,1,1,0
620155961,0,0,1,1,0
620748224,1,1,0,1,0
629589311,1,0,0,1,1
628284271,0,0,0,1,0
622421244,0,1,0,1,1
626663211,0,1,0,1,0
622451065,1,0,1,0,1
620018581,1,0,0,1,0
625749124,0,0,0,1,1
620199588,1,1,1,0,1
623876160,1,0,1,0,0
622250859,0,0,1,0,0
623758938,0,1,0,0,1
623909922,1,1,0,1,1
626894280,1,1,1,0,0
629065995,0,1,0,0,1
628275068,0,0,1,0,1
627773338,1,0,1,0,0
626433466,0,0,0,0,0
629611635,0,0,0,0,1
624936555,1,1,1,0,1
629945695,1,0,1,1,0
628961570,1,1,0,0,0
627127773,0,1,1,1,0
623311018,0,1,0,1,1
625333981,1,0,1,0,1
621850689,0,0,1,0,1
628762496,1,0,1,0,1
625559243,0,1,0,1,0
629115240,1,0,1,0,0
623270708,0,1,1,0,1
625170662,0,1,1,0,1
628104282,1,0,1,0,0
620354697,0,0,1,0,1
625327397,0,1,0,0,0
626298762,1,1,1,0,0
629060336,0,1,0,0,0
626775622,1,1,1,1,0
625811732,1,0,1,1,0
624656119,0,0,0,1,1
629903007,1,1,1,1,1
628261696,1,1,1,1,1
625308834,1,1,0,1,1
626905732,0,1,0,1,0
626041479,0,0,1,0,1
620861878,0,1,1,1,1
625940226,0,0,0,0,0
621142674,0,0,0,0,1
626146752,1,0,0,0,1
625595244,0,0,0,1,1
628211814,0,0,1,0,1
622733575,1,0,0,0,0
626766221,0,0,1,0,0
628832088,1,0,1,0,0
623171960,1,0,1,1,1
622100955,1,0,1,0,1
625219634,0,1,1,1,0
625579556,1,0,1,0,1
623506093,0,0,0,0,1
627580030,0,1,0,0,0
624837257,1,1,1,0,1
628931063,1,1,1,0,0
627192153,0,1,0,0,1
627878236,0,0,0,0,1
627882461,0,1,1,0,0
620332581,1,1,0,1,0
623562238,0,0,0,0,0
627840370,0,1,0,1,1
620636011,1,0,0,0,0
